NRO,AMBITO,NSE1,NSEGRUP,MACRO_REGION,SEXO,GEDAD,EDAD,NIVEDUGRUP,P1A,P1B,P1C,P1D,P1E,P2A,P2B,P2C,P2D,P3A,P3B,P3C,P3D,P3E,P3F,P3G,P3H,P3I,P3J,P3K,P3L,P4$1_COD,P4$2_COD,P4$3_COD,P4$4_COD,P5$1,P5$2,P5$3,P5OTRO,P6,P7,P8,P9,P10,P11A,P11B,P11C,P11D,P12,P13A,P13B,P13C,P13D,P13E,P14,P15,P16,P17,P18,P19,P20A,P20B,P20C,P20D,P20E,P20F,P20G,P20H,P21A,P21B,P21C,P21D,P22,P23,P24,P25,P26A,P26B,P26C,P26D,P26E,P26F,P26G,P26H,P26I,P26J,P27$1,P27$2,P27OTRO1,P27OTRO2,P28,P29A,P29B,P29C,P29D,P29E,P30,P31,P32A,P32B,P32C,P32D,P32E,P32F,P32G,P32H,P32I,P33,P34,P35,P36,P36OTRO,P37,P37OTRO,P38,P39,P40_0$01,P40_0$02,P40_0$03,P40_0$04,P40_0$05,P40_0$06,P40_0$07,P40_0$08,P40_0$09,P40_0$10,P40_OTRO$09,P40_OTRO$10,P40_MC1$01,P40_MC1$02,P40_MC1$03,P40_MC1$04,P40_MC1$05,P40_MC1$06,P40_MC1$07,P40_MC1$08,P40_MC1$09,P40_MC1$10,P40_MC2$01,P40_MC2$02,P40_MC2$03,P40_MC2$04,P40_MC2$05,P40_MC2$06,P40_MC2$07,P40_MC2$08,P40_MC2$09,P40_MC2$10,P40MC_OTRO$01,P40MC_OTRO$02,P40MC_OTRO$03,P40MC_OTRO$04,P40MC_OTRO$05,P40MC_OTRO$06,P40MC_OTRO$07,P40MC_OTRO$08,P40MC_OTRO$09,P40MC_OTRO$10,P41A,P41B,P41C,P41D,P42,P43A,P43B,P43C,P43D,P44A$1,P44A$2,P44B$1,P44B$2,P44C$1,P44C$2,P44D$1,P44D$2,P44E,P45$1,P45$2,P45OTRO,P46$1,P46$2,P46OTRO,P47$1,P47$2,P47OTRO,P48$1,P48$2,P48OTRO,P49$1,P49$2,P49OTRO,P50$1,P50$2,P50OTRO,P51$1,P51$2,P52$1,P52$2,P53$1,P53$2,P53OTRO,P54$1,P54$2,P54OTRO,P55A,P55B,P55C,P55D,P55E,P55F,P55G,P56,P57_RECODIFICADA,P57_AGRUPADA,P57_IGLESIAS,P58,P59A,P59B,P59C,P59D,P59E,P60,P61,P62,P63A,P63B,P63C,P63D,P64A,P64B,P64C,P64D,P64E,P65A,P65B,P65C,P65D,P65E,P65F,P65G,P65H,P65I,P66A,P66B,P66C,P66D,P66E,P66F,P66G,P66H,P66I,P67$01,P67$02,P67$03,P67$04,P67$05,P67$06,P67$07,P67$08,P67$09,P67$10,P67$11,P67$12,P67$13,P67$14,P67$15,P67$16,P67OTRO,P68$01,P68$02,P68$03,P68$04,P68$05,P68$06,P68$07,P68$08,P68$09,P68$10,P68$11,P68$12,P68$13,P68$14,P68$15,P68$16,P68OTRO,P69$01,P69$02,P69$03,P69$04,P69$05,P69$06,P69$07,P69$08,P69$09,P69$10,P69$11,P69$12,P69$13,P69$14,P69$15,P69$16,P69OTRO,P70,P70OTRO,P71,P72,P73,P73OTRO,P74,P75,P75OTRO,P76,P77,P78,P79,P82,P83A,P83B,P83C,P83D,P83E,P83F,P83G,P83OTRO,P84,P85,P92,P80,P81,P101,P102
107,1,3,2,1,1,2,42,2,1,8,8,2,1,2,2,2,8,4,2,3,3,4,3,3,2,2,3,4,3,3,10,,,1,7,8,"",2,3,3,3,5,5,1,4,7,2,3,1,3,2,3,10,1,2,1,1,4,3,3,3,3,3,3,2,2,3,2,1,2,3,4,4,1,3,3,3,3,3,3,3,3,3,3,5,3,"","",3,1,1,1,1,1,2,2,8,3,8,3,8,8,8,2,3,5,4,3,3,"",1,"",2017,2,,,,,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","",6,4,5,2,3,1,3,4,3,3,12,14,18,20,25,30,48,60,1,2,"",1,2,"",1,5,"",1,4,"",4,2,"",4,5,"",9,5,2,3,2,6,"",3,6,"",20,30,30,888,65,40,888,2,,,"",,3,4,3,3,3,2,2,2,8,1,2,1,2,2,8,3,1,4,4,4,4,4,3,4,4,4,1,1,3,3,2,2,2,1,1,5,8,12,,,,,,,,,,,,,,"",5,12,15,,,,,,,,,,,,,,"",12,,,,,,,,,,,,,,,,"",2,"",4,2,88,"",1,7,"",4,3,1,1,1,2,1,2,2,2,2,2,"",5,1,3,1,10,3,2
108,1,4,3,1,1,1,26,2,2,2,2,2,2,2,1,2,2,4,3,4,4,4,4,2,3,4,3,4,4,3,10,,,7,8,2,"",3,8,3,8,4,6,1,3,3,3,2,1,2,1,3,4,1,1,2,1,4,3,3,3,3,3,3,3,3,4,3,1,3,2,3,4,1,3,3,3,3,2,2,2,3,3,3,3,6,"","",4,1,1,1,1,1,2,2,3,3,4,4,4,8,8,2,2,4,3,3,1,"",3,"",2017,2,,,,,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","",1,4,2,4,3,1,3,1,2,5,11,13,17,20,24,28,39,50,1,2,"",1,5,"",1,5,"",1,2,"",2,5,"",4,5,"",2,7,6,7,3,5,"",2,5,"",31,33,888,25,60,60,888,1,1,1,"",3,3,2,2,8,2,1,1,2,2,1,2,1,2,1,2,3,1,4,4,4,4,4,4,4,4,4,2,1,2,8,1,2,2,2,2,2,5,7,12,,,,,,,,,,,,,"",5,7,12,15,,,,,,,,,,,,,"",5,11,12,15,,,,,,,,,,,,,"",2,"",3,6,3,"",1,7,"",5,2,1,1,2,,,,,,,,"",5,1,3,1,10,3,2
109,1,3,2,1,1,1,27,3,2,1,2,1,1,1,1,1,8,4,3,3,4,4,3,3,4,3,3,4,4,3,10,,,1,2,3,"",3,3,2,3,4,4,1,4,3,2,3,2,8,2,2,5,2,2,1,1,3,3,3,3,3,3,3,3,3,3,3,1,1,4,5,4,3,2,2,3,3,3,3,3,2,3,3,3,1,"","",4,1,1,1,1,1,1,3,3,4,4,4,2,3,4,3,2,5,3,2,3,"",1,"",2017,1,2,2,2,2,1,2,2,2,2,2,"","",,,,,3,,,,,,,,,,7,,,,,,"","","","","","","","","","",3,1,3,3,4,2,3,4,3,3,6,8,17,18,21,22,38,40,1,2,"",1,2,"",1,5,"",1,2,"",4,5,"",4,5,"",9,3,2,9,2,6,"",3,6,"",26,25,18,19,60,888,888,1,1,1,"",3,3,2,2,8,8,2,2,2,1,2,2,1,1,2,3,3,1,4,4,4,4,4,3,3,4,4,2,1,2,2,1,1,2,1,2,4,5,12,,,,,,,,,,,,,,"",5,8,12,15,,,,,,,,,,,,,"",8,12,,,,,,,,,,,,,,,"",2,"",4,2,10,"",1,7,"",6,4,1,1,2,,,,,,,,"",7,1,2,1,19,3,2
110,1,4,3,1,2,3,54,1,2,8,8,8,2,1,1,1,8,4,3,4,4,3,3,8,4,3,4,4,3,3,10,,,1,3,4,"",3,2,3,3,5,5,1,5,7,3,1,3,2,2,4,5,1,1,1,2,4,3,3,3,3,3,3,3,3,3,3,1,2,3,4,4,1,2,3,3,3,3,3,3,3,3,3,3,1,"","",4,1,1,1,1,1,2,2,4,3,3,8,4,4,8,3,3,4,4,3,1,"",1,"",2017,2,,,,,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","",2,3,3,2,4,5,2,3,3,5,10,12,18,20,28,30,50,60,1,2,"",1,2,"",1,5,"",1,2,"",2,5,"",1,5,"",9,2,3,7,2,5,"",2,7,"",20,23,888,25,888,40,888,1,1,1,"",2,8,3,2,3,2,1,1,8,2,3,1,2,2,1,3,4,2,4,4,4,3,4,4,4,4,4,1,2,2,1,2,3,2,2,1,8,10,11,12,,,,,,,,,,,,,"",5,8,12,15,,,,,,,,,,,,,"",8,12,15,,,,,,,,,,,,,,"",1,"",3,2,10,"",1,7,"",6,1,1,1,1,2,1,2,2,2,2,2,"",2,3,3,6,,3,2
111,1,3,2,1,2,1,18,4,2,2,8,8,2,2,8,2,1,3,4,4,4,4,3,4,8,3,4,4,4,9,7,,,2,7,3,"",4,3,3,3,3,6,3,6,3,3,3,8,3,2,4,7,1,1,1,8,3,3,3,3,3,3,3,3,3,4,3,1,2,3,4,4,1,3,3,3,3,3,3,2,3,3,3,3,2,"","",3,1,1,1,1,1,2,2,4,4,3,4,8,2,3,4,3,5,3,3,1,"",1,"",2017,2,,,,,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","",4,5,3,3,4,3,2,3,3,6,11,11,15,16,18,20,45,888,1,2,"",1,5,"",1,5,"",1,3,"",4,5,"",1,4,"",2,7,3,7,3,7,"",2,3,"",25,24,20,18,50,45,888,1,1,1,"",2,3,2,3,3,2,1,1,2,2,1,3,2,1,2,4,2,1,4,4,4,4,4,3,4,3,4,2,2,3,1,2,2,1,1,1,1,5,12,,,,,,,,,,,,,,"",7,8,10,12,,,,,,,,,,,,,"",12,15,,,,,,,,,,,,,,,"",6,"",4,6,10,"",1,7,"",8,3,1,2,1,1,2,2,2,2,2,2,"",8,3,2,7,,3,2
112,1,4,3,1,2,2,42,2,2,2,2,2,2,2,2,2,8,4,4,3,4,3,3,4,4,4,4,4,3,3,2,,,6,3,2,"",4,8,3,3,5,4,1,5,6,3,2,2,4,2,2,8,1,1,1,2,4,3,3,3,3,3,3,3,3,4,3,1,3,3,4,3,1,3,3,3,3,3,3,3,3,3,3,3,1,"","",4,1,1,1,1,1,2,2,4,3,4,4,3,3,2,2,2,4,4,3,1,"",1,"",2017,2,,,,,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","",2,3,1,3,3,3,2,1,2,2,12,13,18,20,25,27,39,50,1,2,"",1,2,"",1,2,"",1,2,"",4,5,"",1,4,"",6,3,2,7,2,5,"",2,7,"",25,30,25,18,66,888,888,1,1,1,"",3,3,1,3,2,2,1,1,2,1,2,2,3,1,8,3,4,3,4,4,4,4,4,3,3,4,4,1,2,2,1,1,2,1,1,1,6,12,,,,,,,,,,,,,,,"",4,8,11,12,,,,,,,,,,,,,"",11,12,,,,,,,,,,,,,,,"",1,"",4,2,10,"",1,7,"",5,4,1,1,1,2,1,2,2,2,2,2,"",5,3,3,6,,3,2
113,1,2,1,1,1,3,80,2,2,8,2,8,2,2,8,2,8,4,4,4,2,4,1,3,4,4,4,1,3,11,7,,,1,3,6,"",4,3,4,4,1,3,1,5,2,1,2,1,1,1,3,5,2,1,2,1,3,3,3,3,3,3,3,3,3,4,3,1,3,4,4,4,1,1,3,3,3,1,1,2,3,3,3,2,3,"","",4,1,1,1,1,1,3,3,4,3,4,3,2,8,2,2,1,5,3,3,1,"",1,"",2004,1,2,2,2,2,2,2,2,2,1,2,CUñADA,"",,,,,,,,,2,,,,,,,,,,7,,"","","","","","","","","","",3,1,1,1,5,7,2,1,4,0,10,12,16,19,25,26,55,60,1,5,"",1,2,"",1,5,"",1,2,"",2,4,"",2,1,"",4,1,3,7,4,7,"",1,3,"",30,30,25,25,70,60,888,3,,,"",,4,4,1,3,1,2,2,1,1,2,2,1,2,2,3,2,2,4,4,1,4,4,3,4,4,4,1,1,1,1,1,1,1,1,1,6,13,,,,,,,,,,,,,,,"",7,8,,,,,,,,,,,,,,,"",5,12,,,,,,,,,,,,,,,"",1,"",3,2,5,"",1,6,"",5,4,1,4,1,2,2,1,2,2,2,2,"",5,3,1,5,,3,1
114,1,3,2,1,1,1,20,4,2,2,8,2,2,2,8,2,8,2,2,3,3,3,2,1,2,2,2,2,2,9,7,,,7,8,4,"",3,3,2,3,1,6,4,7,6,1,3,2,1,1,2,3,1,1,2,1,4,3,3,3,3,3,3,3,3,4,3,1,2,2,5,5,1,3,3,3,3,3,3,3,3,3,3,3,5,"","",3,1,1,1,1,1,3,2,4,3,3,4,2,1,2,1,2,5,3,3,1,"",1,"",2007,2,,,,,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","",6,6,4,6,6,4,3,3,3,0,12,15,20,21,30,31,50,51,1,2,"",1,2,"",1,2,"",1,2,"",4,2,"",4,2,"",8,7,8,7,4,2,"",4,2,"",30,28,25,20,65,60,80,3,,,"",,4,3,1,2,1,2,2,1,1,1,2,2,2,3,4,2,2,4,4,3,4,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,"",5,11,12,15,,,,,,,,,,,,,"",11,12,15,,,,,,,,,,,,,,"",6,"",2,5,5,"",1,7,"",10,5,1,3,1,1,2,2,2,2,2,2,"",8,3,1,7,,3,1
115,1,3,2,1,2,3,58,3,2,2,1,2,2,2,2,2,1,3,3,2,4,3,4,1,2,2,1,1,1,7,100,,,3,5,7,"",3,2,2,2,4,4,2,6,7,3,2,1,2,2,3,7,2,1,1,2,4,3,3,3,3,3,3,3,3,3,2,1,2,3,5,5,1,2,3,3,3,2,2,2,3,3,3,3,5,"","",3,1,2,1,2,1,2,2,4,3,4,4,2,1,1,2,2,4,3,2,3,"",1,"",2004,1,2,1,2,1,2,2,2,2,2,2,"","",,1,,2,,,,,,,,7,,7,,,,,,,"","","","","","","","","","",4,1,1,1,5,5,4,2,2,5,11,13,16,20,25,50,70,70,2,4,"",1,2,"",4,2,"",3,2,"",5,2,"",2,5,"",1,6,1,2,5,2,"",3,2,"",25,25,25,18,70,50,90,1,1,1,"",1,3,3,2,3,2,2,2,2,1,2,2,1,2,3,4,2,2,4,3,2,4,4,1,4,4,4,1,1,1,1,1,1,1,1,1,2,7,,,,,,,,,,,,,,,"",1,14,15,,,,,,,,,,,,,,"",8,11,,,,,,,,,,,,,,,"",1,"",3,2,5,"",1,7,"",4,3,1,1,1,1,2,2,2,2,2,2,"",7,1,2,3,9,3,1
116,1,3,2,1,2,2,36,3,1,2,1,1,2,1,8,2,8,3,4,4,3,3,3,2,3,3,2,3,3,112,2,,,7,2,1,"",3,3,3,2,3,5,7,2,7,1,3,1,1,1,3,6,1,2,2,8,3,3,3,3,3,3,3,3,3,3,3,2,3,4,5,5,1,2,3,3,3,2,2,3,3,2,2,2,5,"","",3,1,1,1,1,1,3,3,3,3,3,3,2,1,2,2,2,5,3,3,3,"",3,"",2007,2,,,,,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","",5,1,1,1,5,5,4,4,4,3,12,13,15,16,18,19,59,60,1,2,"",1,2,"",1,2,"",1,2,"",4,2,"",4,2,"",2,6,2,6,4,6,"",4,6,"",32,30,25,22,65,42,85,1,7,4,"",2,3,2,2,3,2,2,8,2,2,2,2,2,2,2,4,3,2,3,4,3,4,4,3,3,4,4,1,1,1,1,1,1,1,1,1,1,2,5,,,,,,,,,,,,,,"",12,,,,,,,,,,,,,,,,"",5,,,,,,,,,,,,,,,,"",6,"",3,2,8,"",1,7,"",6,4,1,2,1,2,2,1,2,2,2,2,"",7,2,1,2,15,3,1
117,1,2,1,1,2,3,64,1,2,8,2,2,2,1,2,2,2,4,4,4,4,3,4,3,4,4,4,4,4,3,8,55,,1,3,4,"",3,2,3,2,5,7,7,7,7,4,2,1,2,1,4,88,1,1,1,2,4,3,3,3,3,3,2,3,3,3,2,1,2,4,5,5,1,2,3,3,3,3,3,3,3,3,3,3,2,"","",3,1,1,1,1,1,3,2,4,3,3,4,2,2,1,1,1,5,3,3,1,"",1,"",8888,2,,,,,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","",5,2,2,2,5,5,4,3,4,6,14,15,20,25,50,60,80,60,1,2,"",1,2,"",1,5,"",1,4,"",2,5,"",4,2,"",5,6,2,1,1,3,"",2,5,"",20,25,25,17,63,50,888,1,2,2,AGUA VIVA,3,2,1,1,2,2,2,2,2,2,1,1,1,3,2,3,3,2,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,1,1,1,80,,,,,,,,,,,,,,,,MUSICA EVANGELICA,1,2,5,,,,,,,,,,,,,,"",5,,,,,,,,,,,,,,,,"",1,"",4,2,7,"",1,7,"",4,2,1,1,1,1,2,2,2,2,2,2,"",4,3,2,6,,3,1
118,1,2,1,1,1,1,24,3,1,1,1,1,2,2,2,1,1,3,3,3,2,2,2,2,2,2,2,1,4,7,9,,,7,3,1,"",3,2,2,1,4,6,2,2,1,3,3,2,2,1,2,5,3,2,2,2,2,3,1,3,3,3,3,3,3,4,4,1,4,2,3,4,2,2,2,3,3,2,2,2,3,2,2,3,2,"","",4,1,1,1,1,1,3,3,1,2,2,2,2,2,2,2,2,3,3,3,3,"",1,"",2007,2,,,,,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","",2,7,4,1,6,6,5,5,5,7,10,12,18,18,29,30,60,60,1,2,"",5,2,"",5,2,"",1,2,"",2,4,"",2,4,"",2,8,2,8,4,7,"",4,7,"",34,34,20,18,50,55,60,1,7,4,"",4,4,3,2,3,2,2,1,1,1,1,1,1,3,2,4,3,3,3,4,3,4,4,3,2,4,4,1,2,1,2,2,2,2,2,2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,,"",5,11,12,,,,,,,,,,,,,,"",5,8,11,12,,,,,,,,,,,,,"",1,"",2,2,7,"",1,7,"",7,7,1,4,1,2,2,1,2,2,2,2,"",6,3,1,1,19,3,1
119,1,3,2,1,2,2,37,2,2,2,8,2,2,2,1,1,2,4,4,4,4,2,3,2,2,2,2,2,1,7,3,,,2,3,6,"",3,2,3,3,4,5,3,7,6,3,2,2,1,2,2,7,2,1,1,1,2,3,3,3,3,3,3,3,3,4,3,2,3,3,4,4,1,3,3,3,3,2,2,3,3,3,2,2,5,"","",3,1,1,1,1,1,3,3,4,4,3,4,2,2,1,2,2,5,3,3,1,"",1,"",2007,1,2,2,2,2,1,2,2,2,2,2,"","",,,,,2,,,,,,,,,,7,,,,,,"","","","","","","","","","",7,1,1,1,6,5,2,4,4,3,11,12,17,18,22,23,50,50,1,2,"",1,5,"",1,5,"",1,4,"",2,5,"",2,5,"",2,6,1,5,5,6,"",2,1,"",24,30,34,19,60,40,888,1,1,1,"",2,4,3,2,3,2,2,2,2,1,1,1,1,2,3,3,2,2,4,4,4,4,4,3,3,4,4,1,1,1,1,1,1,1,1,1,8,12,,,,,,,,,,,,,,,"",5,12,,,,,,,,,,,,,,,"",8,12,,,,,,,,,,,,,,,"",1,"",3,2,5,"",1,6,"",4,6,1,1,2,,,,,,,,"",5,3,2,6,,3,1
120,1,2,1,1,1,2,30,4,1,1,1,8,2,2,2,2,8,2,4,3,4,3,2,2,3,3,3,4,2,7,2,,,2,7,5,"",3,3,3,2,3,3,2,2,6,3,2,2,1,1,4,5,1,2,2,1,3,3,3,3,3,3,3,3,3,4,4,1,2,4,4,4,1,2,3,3,3,2,2,3,3,3,2,1,2,"","",3,1,1,2,1,2,3,2,3,4,3,4,1,1,1,2,2,4,3,3,3,"",1,"",8888,2,,,,,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","",7,3,3,1,5,5,3,3,3,0,14,15,18,19,25,26,65,66,1,3,"",1,2,"",1,7,"",1,7,"",2,5,"",2,5,"",3,5,6,5,1,2,"",3,5,"",30,35,25,20,65,60,80,1,1,1,"",2,4,4,2,2,3,1,2,2,2,2,2,2,2,3,3,2,2,3,4,4,4,4,4,3,4,4,1,2,2,1,1,2,2,1,1,2,4,5,,,,,,,,,,,,,,"",5,12,,,,,,,,,,,,,,,"",11,15,,,,,,,,,,,,,,,"",1,"",3,2,5,"",1,5,"",3,2,1,2,1,2,2,1,2,2,2,2,"",8,1,2,2,22,3,1
121,1,3,2,1,1,3,55,2,1,1,8,1,2,8,8,1,8,1,3,3,4,1,1,1,3,1,1,1,1,3,89,,,3,8,1,"",2,2,2,2,3,4,5,5,6,2,2,3,2,2,3,99,3,8,1,1,2,3,3,3,2,3,3,2,3,3,3,2,3,3,4,2,1,2,2,3,3,2,2,2,3,2,3,2,5,"","",2,1,2,2,1,1,3,3,1,3,3,3,2,8,2,2,2,4,2,2,3,"",1,"",8888,1,2,2,2,1,2,2,2,2,2,2,"","",,,,2,,,,,,,,,,7,,,,,,,"","","","","","","","","","",7,1,1,1,5,3,2,2,2,4,11,12,16,16,17,24,35,50,1,2,"",1,2,"",1,5,"",1,4,"",5,2,"",1,2,"",1,6,1,2,3,7,"",3,2,"",27,30,25,20,50,55,80,1,1,1,"",2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,4,4,4,3,3,4,4,1,1,1,1,2,2,2,1,1,5,,,,,,,,,,,,,,,,"",11,15,,,,,,,,,,,,,,,"",11,,,,,,,,,,,,,,,,"",1,"",3,2,5,"",1,7,"",5,3,1,2,1,2,2,1,2,2,2,2,"",5,1,2,3,5,3,1
122,1,3,2,1,2,1,20,3,2,8,8,1,2,2,2,2,2,3,4,3,4,2,2,1,3,2,2,4,3,3,57,,,3,2,7,"",2,3,3,1,2,5,5,6,1,2,3,1,3,1,3,88,2,2,2,1,4,3,3,3,3,2,3,3,3,3,4,2,2,3,4,5,3,3,2,3,3,2,2,2,3,2,1,5,3,"","",3,1,1,1,1,1,3,2,2,2,3,3,2,2,1,2,2,5,3,3,3,"",1,"",2008,1,1,1,2,2,1,2,2,2,1,2,PRIMOS,"",2,2,,,2,,,,2,,7,7,,,7,,,,7,,"","","","","","","","","","",7,1,1,2,1,3,2,4,4,5,10,12,16,18,25,26,33,45,1,3,"",1,3,"",1,5,"",1,2,"",5,2,"",4,5,"",7,2,7,3,6,3,"",3,1,"",26,28,23,17,45,45,56,1,1,1,"",2,4,4,2,2,2,2,1,2,1,3,1,1,2,2,3,3,2,4,4,4,4,4,2,3,4,4,1,1,1,1,1,2,1,1,1,2,6,7,,,,,,,,,,,,,,"",8,11,12,15,,,,,,,,,,,,,"",7,8,,,,,,,,,,,,,,,"",2,"",4,5,5,"",1,6,"",4,3,1,1,1,2,2,1,2,2,2,2,"",7,3,1,3,15,3,1
123,1,4,3,1,1,3,72,1,2,2,2,2,1,1,2,2,2,3,3,4,4,4,4,4,4,4,1,3,4,7,8,55,,2,3,1,"",3,3,2,2,4,3,5,6,6,4,2,1,3,2,1,7,1,2,2,1,4,3,3,3,3,3,3,3,3,3,3,2,3,4,5,5,1,3,3,3,3,2,2,3,3,3,3,2,3,"","",3,1,1,1,1,1,3,3,3,4,3,3,3,3,3,3,4,5,3,3,1,"",3,"",2005,1,2,2,1,1,2,2,2,2,2,2,"","",,,2,2,,,,,,,,,7,7,,,,,,,"","","","","","","","","","",5,2,3,1,7,4,3,4,3,5,14,16,21,12,18,15,21,888,1,2,"",1,2,"",1,7,"",1,7,"",3,80,CUANDO SE VAN DE LA CASA,1,5,"",3,8,3,8,5,3,"",2,5,"",30,35,30,20,60,50,75,1,2,2,CRISTIANO,2,3,3,4,3,3,2,2,2,1,1,1,1,3,2,2,1,2,4,4,4,4,4,4,4,4,4,1,2,1,1,1,3,2,1,2,7,,,,,,,,,,,,,,,,"",14,15,,,,,,,,,,,,,,,"",9,,,,,,,,,,,,,,,,"",1,"",4,2,3,"",1,7,"",5,2,1,1,2,,,,,,,,"",4,1,2,3,5,3,1
124,1,4,3,1,2,3,47,1,1,1,1,1,1,1,1,2,8,4,2,3,3,4,4,2,3,3,2,1,3,8,55,89,,1,5,8,"",3,2,3,2,4,5,5,7,7,4,2,2,4,3,2,3,1,2,1,1,3,3,3,3,3,3,3,2,3,4,3,1,3,3,5,5,2,2,3,3,3,2,2,2,3,2,3,2,7,"","",4,1,1,1,1,1,3,2,4,3,3,4,2,2,2,2,2,4,3,3,1,"",1,"",2008,1,2,2,2,2,1,2,2,2,2,2,"","",,,,,2,,,,,,,,,,7,,,,,,"","","","","","","","","","",5,1,2,2,5,3,2,1,2,5,10,11,16,17,20,20,30,40,1,2,"",3,2,"",4,2,"",2,1,"",5,2,"",2,1,"",5,6,2,3,2,1,"",5,8,"",30,30,20,18,50,40,80,3,,,"",,4,3,2,3,2,2,2,2,1,1,1,1,2,3,4,3,3,2,4,3,4,4,3,3,4,4,1,1,1,1,2,2,2,1,1,5,7,8,12,,,,,,,,,,,,,"",5,8,,,,,,,,,,,,,,,"",11,,,,,,,,,,,,,,,,"",1,"",4,3,5,"",1,1,"",6,2,1,2,1,1,2,2,2,2,2,2,"",4,3,1,6,,3,1
125,1,3,2,1,2,2,34,2,2,8,8,8,2,1,8,8,8,3,4,4,4,1,4,2,2,4,4,3,4,89,7,,,1,3,7,"",3,4,3,3,3,2,1,7,1,2,3,2,3,1,3,88,1,2,8,1,2,3,3,3,3,3,3,3,3,4,2,4,2,4,5,5,1,2,3,3,3,3,3,3,3,3,2,2,5,"","",4,1,1,1,1,1,3,3,2,3,3,3,8,8,2,2,1,5,3,3,1,"",1,"",2014,2,,,,,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","",5,1,1,1,1,4,8,1,1,0,5,12,14,20,40,50,80,80,1,7,"",1,7,"",1,7,"",1,7,"",1,5,"",3,4,"",2,6,3,7,4,6,"",7,2,"",25,888,25,20,60,888,888,1,2,2,ALIANZA CRISTIANA MISIONERA,2,3,3,2,3,2,2,2,2,3,2,1,2,2,2,2,3,2,4,4,4,1,4,2,2,4,4,1,1,2,2,1,1,2,4,8,5,6,,,,,,,,,,,,,,,"",12,15,,,,,,,,,,,,,,,"",8,11,,,,,,,,,,,,,,,"",1,"",4,2,7,"",1,88,"",6,4,1,1,2,,,,,,,,"",5,3,2,6,,,
126,1,3,2,1,1,1,19,2,2,2,1,1,2,1,8,2,8,3,2,1,3,3,4,1,2,3,4,3,4,9,7,,,8,3,6,"",2,2,2,3,3,5,5,7,6,2,3,2,3,2,3,88,2,1,1,1,2,1,3,2,3,3,2,2,3,3,1,1,3,3,5,5,3,3,1,1,2,2,2,3,2,2,2,2,3,"","",2,1,2,1,1,1,3,3,2,2,1,2,3,2,2,2,1,4,2,2,1,"",1,"",2007,1,2,1,2,2,2,2,2,2,2,2,"","",,6,,,,,,,,,,-1,,,,,,,,,"",TELÉFONO PÚBLICO,"","","","","","","","",4,5,1,1,2,5,7,3,5,5,12,13,16,17,19,22,40,50,1,5,"",3,2,"",5,-1,"",5,-1,"",1,3,"",4,3,"",3,6,2,8,3,5,"",6,2,"",26,44,20,20,70,60,80,1,1,1,"",2,3,3,2,2,3,2,2,2,3,2,3,2,2,3,2,3,2,4,3,3,4,4,3,3,1,1,3,1,2,4,1,2,1,2,2,5,11,12,14,15,,,,,,,,,,,,"",5,11,15,,,,,,,,,,,,,,"",15,,,,,,,,,,,,,,,,"",1,"",3,5,5,"",1,5,"",10,5,1,2,1,1,2,2,2,2,2,2,"",5,3,3,4,,3,1
